,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
0.22898,0.8823529411764706,0.0,0.0,0.0,0.0,0.0
0.398805,4.411764705882353,0.0,0.0,0.0,0.0,0.0
0.554396,6.764705882352941,0.0,0.0,0.0,0.0,3.2352941176470593
0.837828,11.176470588235295,0.0,0.0,0.29411764705882354,0.0,5.88235294117647
1.23541,15.588235294117647,0.0,0.0,0.29411764705882354,0.0,8.235294117647058
1.74137,17.941176470588236,0.29411764705882354,0.0,1.1764705882352942,0.0,11.176470588235295
2.33821,19.11764705882353,0.5882352941176471,0.0,1.4705882352941175,0.0,15.294117647058824
3.20783,22.058823529411764,0.5882352941176471,0.0,1.7647058823529411,0.0,17.058823529411764
4.34164,23.52941176470588,2.0588235294117645,0.0,2.941176470588235,0.0,18.529411764705884
5.8587,23.52941176470588,3.5294117647058822,0.29411764705882354,4.117647058823529,0.0,22.058823529411764
7.89244,23.52941176470588,5.294117647058823,0.5882352941176471,4.411764705882353,0.0,23.52941176470588
10.5867,23.52941176470588,6.470588235294119,1.7647058823529411,5.0,0.0,23.52941176470588
14.0955,23.823529411764703,8.235294117647058,2.6470588235294117,6.764705882352941,0.29411764705882354,23.52941176470588
18.8516,23.823529411764703,10.0,3.2352941176470593,8.235294117647058,0.8823529411764706,23.52941176470588
25.1951,24.11764705882353,10.294117647058822,3.5294117647058822,8.823529411764707,0.8823529411764706,23.52941176470588
33.6155,24.11764705882353,11.470588235294118,4.411764705882353,9.117647058823529,2.3529411764705883,23.52941176470588
44.7423,25.294117647058822,12.647058823529411,5.588235294117648,10.0,3.823529411764706,23.52941176470588
59.4671,26.176470588235297,15.0,5.588235294117648,10.294117647058822,4.705882352941177,23.52941176470588
79.1663,26.176470588235297,16.76470588235294,7.0588235294117645,10.882352941176471,6.470588235294119,23.52941176470588
105.273,27.058823529411764,17.941176470588236,8.235294117647058,10.882352941176471,6.764705882352941,23.52941176470588
140.11,28.235294117647058,18.823529411764707,9.705882352941178,11.470588235294118,8.529411764705882,24.11764705882353
186.18,29.705882352941178,20.88235294117647,10.882352941176471,12.058823529411764,9.117647058823529,25.588235294117645
247.313,31.176470588235293,22.35294117647059,12.941176470588237,13.823529411764707,10.0,26.176470588235297
328.476,33.52941176470588,25.0,14.411764705882351,15.294117647058824,10.588235294117647,26.47058823529412
436.248,33.52941176470588,25.294117647058822,15.0,15.588235294117647,11.76470588235294,26.47058823529412
579.299,34.411764705882355,27.35294117647059,16.176470588235293,15.88235294117647,12.647058823529411,27.058823529411764
769.245,35.588235294117645,28.235294117647058,17.058823529411764,16.470588235294116,12.647058823529411,27.35294117647059
1021.37,38.529411764705884,31.176470588235293,17.647058823529413,16.470588235294116,13.823529411764707,27.647058823529413
1356.11,45.588235294117645,31.470588235294116,19.411764705882355,16.470588235294116,14.705882352941178,28.52941176470588
1800.09,52.352941176470594,32.05882352941177,22.941176470588236,17.058823529411764,15.588235294117647,31.470588235294116
