,NSGA-II,NSPSO,MOEA/D-DE,MHACO,IHS,NS-BRKGA
1.0,7.0588235294117645,3.823529411764706,0.29411764705882354,0.0,0.0,0.8823529411764706
1.000001092442483,7.0588235294117645,5.0,0.29411764705882354,0.0,0.0,0.8823529411764706
1.000008739606696,7.352941176470589,5.0,0.29411764705882354,0.0,0.0,0.8823529411764706
1.0000512837687918,7.647058823529412,5.0,0.29411764705882354,0.0,0.0,0.8823529411764706
1.0000846437869173,7.647058823529412,5.294117647058823,0.29411764705882354,0.0,0.0,0.8823529411764706
1.0002127805614662,7.647058823529412,5.588235294117648,0.29411764705882354,0.0,0.0,0.8823529411764706
1.0002883051091784,7.647058823529412,5.88235294117647,0.29411764705882354,0.0,0.0,0.8823529411764706
1.0003031825009925,7.647058823529412,6.176470588235294,0.29411764705882354,0.0,0.0,0.8823529411764706
1.0003209135184243,7.647058823529412,6.470588235294119,0.29411764705882354,0.0,0.0,0.8823529411764706
1.000343187875265,7.647058823529412,6.470588235294119,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0003523954884226,7.647058823529412,6.764705882352941,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0003658692434854,7.941176470588235,6.764705882352941,0.29411764705882354,0.0,0.0,1.1764705882352942
1.000375519827563,7.941176470588235,7.0588235294117645,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0003978486855811,8.235294117647058,7.0588235294117645,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0004416779183927,8.235294117647058,7.352941176470589,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0004508359918163,8.235294117647058,7.647058823529412,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0004636502601287,8.529411764705882,7.647058823529412,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0005653068205544,8.823529411764707,7.647058823529412,0.29411764705882354,0.0,0.0,1.1764705882352942
1.0006122745599348,8.823529411764707,7.941176470588235,0.29411764705882354,0.0,0.0,1.1764705882352942
1.000612337676395,8.823529411764707,7.941176470588235,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0006220396827807,9.117647058823529,7.941176470588235,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0006386134534568,9.117647058823529,8.235294117647058,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0007159451729186,9.411764705882353,8.235294117647058,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0007560624704834,9.411764705882353,8.529411764705882,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0007638313275766,9.705882352941178,8.529411764705882,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0008104709016514,10.0,8.529411764705882,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0008902911408222,10.0,8.823529411764707,0.29411764705882354,0.0,0.0,1.4705882352941175
1.000910620725871,10.294117647058822,8.823529411764707,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0009208520923865,10.588235294117647,8.823529411764707,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0009380963804517,10.882352941176471,8.823529411764707,0.29411764705882354,0.0,0.0,1.4705882352941175
1.000950111669715,10.882352941176471,9.117647058823529,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0010523671097262,11.176470588235295,9.117647058823529,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0010645015190636,11.470588235294118,9.117647058823529,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0011146610464798,11.76470588235294,9.117647058823529,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0011185857077243,12.058823529411764,9.117647058823529,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0011411070382519,12.058823529411764,9.411764705882353,0.29411764705882354,0.0,0.0,1.4705882352941175
1.00116805153753,12.058823529411764,9.705882352941178,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0011996281269162,12.058823529411764,10.0,0.29411764705882354,0.0,0.0,1.4705882352941175
1.0012428188707898,12.058823529411764,10.0,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0012738990384271,12.352941176470589,10.0,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0013576373808328,12.647058823529411,10.0,0.29411764705882354,0.0,0.0,1.7647058823529411
1.001433149066101,12.941176470588237,10.0,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0014940172245328,13.23529411764706,10.0,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0015495120078957,13.23529411764706,10.294117647058822,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0015545377648492,13.529411764705882,10.294117647058822,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0015704888430286,13.823529411764707,10.294117647058822,0.29411764705882354,0.0,0.0,1.7647058823529411
1.0016914205042684,13.823529411764707,10.294117647058822,0.29411764705882354,0.0,0.0,2.0588235294117645
1.001744143444962,14.117647058823529,10.294117647058822,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0017812843312097,14.411764705882351,10.294117647058822,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0018390312897438,14.705882352941178,10.294117647058822,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0018823015337817,15.0,10.294117647058822,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0020355973336936,15.0,10.588235294117647,0.29411764705882354,0.0,0.0,2.0588235294117645
1.002138190498216,15.294117647058824,10.588235294117647,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0023103766570929,15.588235294117647,10.588235294117647,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0023299202142253,15.588235294117647,10.882352941176471,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0023303656779867,15.88235294117647,10.882352941176471,0.29411764705882354,0.0,0.0,2.0588235294117645
1.002410377636157,16.176470588235293,10.882352941176471,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0024991213206944,16.470588235294116,10.882352941176471,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0025814964379394,16.76470588235294,10.882352941176471,0.29411764705882354,0.0,0.0,2.0588235294117645
1.0026392119757215,16.76470588235294,10.882352941176471,0.29411764705882354,0.0,0.0,2.3529411764705883
1.0026753873937535,17.058823529411764,10.882352941176471,0.29411764705882354,0.0,0.0,2.3529411764705883
1.0027264922049253,17.058823529411764,11.176470588235295,0.29411764705882354,0.0,0.0,2.3529411764705883
1.002728019464547,17.352941176470587,11.176470588235295,0.29411764705882354,0.0,0.0,2.3529411764705883
1.0027812087855588,17.647058823529413,11.176470588235295,0.29411764705882354,0.0,0.0,2.3529411764705883
1.0028184284256094,17.941176470588236,11.176470588235295,0.29411764705882354,0.0,0.0,2.3529411764705883
1.0028231765938211,17.941176470588236,11.176470588235295,0.29411764705882354,0.0,0.0,2.6470588235294117
1.0028472106914623,18.235294117647058,11.176470588235295,0.29411764705882354,0.0,0.0,2.6470588235294117
1.0028951295812645,18.529411764705884,11.176470588235295,0.29411764705882354,0.0,0.0,2.6470588235294117
1.0030094830119103,18.823529411764707,11.176470588235295,0.29411764705882354,0.0,0.0,2.6470588235294117
1.0030319499810434,19.11764705882353,11.176470588235295,0.29411764705882354,0.0,0.0,2.6470588235294117
1.0030528328557575,19.11764705882353,11.176470588235295,0.5882352941176471,0.0,0.0,2.6470588235294117
1.0031460361490487,19.411764705882355,11.176470588235295,0.5882352941176471,0.0,0.0,2.6470588235294117
1.0032069919472784,19.705882352941178,11.176470588235295,0.5882352941176471,0.0,0.0,2.6470588235294117
1.0032122308071676,20.0,11.176470588235295,0.5882352941176471,0.0,0.0,2.6470588235294117
1.0032161078611725,20.0,11.470588235294118,0.5882352941176471,0.0,0.0,2.6470588235294117
1.0032922559011175,20.0,11.470588235294118,0.5882352941176471,0.0,0.0,2.941176470588235
1.003303526483512,20.294117647058822,11.470588235294118,0.5882352941176471,0.0,0.0,2.941176470588235
1.0033426690386775,20.588235294117645,11.470588235294118,0.5882352941176471,0.0,0.0,2.941176470588235
1.0033709398316701,20.588235294117645,11.470588235294118,0.5882352941176471,0.0,0.0,3.2352941176470593
1.003388177005119,20.88235294117647,11.470588235294118,0.5882352941176471,0.0,0.0,3.2352941176470593
1.0034051685372352,21.176470588235293,11.470588235294118,0.5882352941176471,0.0,0.0,3.2352941176470593
1.0035466027992792,21.176470588235293,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.003586401711077,21.470588235294116,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.0036214008012472,21.764705882352942,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.0036494756408687,22.058823529411764,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.003656346005664,22.35294117647059,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.0037386337238243,22.647058823529413,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.0037495198657203,22.941176470588236,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.003962729039785,23.235294117647058,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
1.003967873133958,23.52941176470588,11.470588235294118,0.8823529411764706,0.0,0.0,3.2352941176470593
